0, 0
-9.209633, 2.273244
17.73816, -44.74713
-1.834129, -41.97466
-0.2110341, -10.52894
-0.05275854, -2.632236
-0.01318963, -0.6580591
-0.003297409, -0.1645148
-0.0008243521, -0.04112869
-0.000206088, -0.01028217
-5.152201E-05, -0.002570543
-1.28805E-05, -0.0006426358
-3.220126E-06, -0.000160659
-8.050314E-07, -4.016474E-05
-2.012578E-07, -1.004118E-05
-5.031446E-08, -2.510296E-06
-1.257862E-08, -6.27574E-07
-3.144654E-09, -1.568935E-07
-7.861635E-10, -3.922338E-08
-1.965409E-10, -9.805844E-09
-4.913522E-11, -2.451461E-09
-1.22838E-11, -6.128653E-10
-3.070951E-12, -1.532163E-10
-7.677378E-13, -3.830408E-11
-1.919344E-13, -9.57602E-12
-4.798361E-14, -2.394005E-12
-1.19959E-14, -5.985012E-13
-2.998976E-15, -1.496253E-13
-7.497439E-16, -3.740633E-14
-1.87436E-16, -9.351582E-15
-4.685899E-17, -2.337895E-15
-1.171475E-17, -5.844739E-16
-2.928687E-18, -1.461185E-16
-7.321718E-19, -3.652962E-17
-1.830429E-19, -9.132404E-18
-4.576074E-20, -2.283101E-18
-1.144018E-20, -5.707753E-19
-2.860046E-21, -1.426938E-19
-7.150115E-22, -3.567345E-20
-1.787529E-22, -8.918363E-21
-4.468822E-23, -2.229591E-21
-1.117205E-23, -5.573977E-22
-2.793014E-24, -1.393494E-22
-6.982534E-25, -3.483736E-23
-1.745634E-25, -8.709339E-24
-4.364084E-26, -2.177335E-24
-1.091021E-26, -5.443337E-25
-2.727552E-27, -1.360834E-25
-6.818881E-28, -3.402086E-26
-1.70472E-28, -8.505214E-27
-4.261801E-29, -2.126304E-27
-1.06545E-29, -5.315759E-28
-2.663625E-30, -1.32894E-28
-6.659064E-31, -3.322349E-29
-1.664766E-31, -8.305873E-30
-4.161915E-32, -2.076468E-30
-1.040479E-32, -5.191171E-31
-2.601197E-33, -1.297793E-31
-6.502992E-34, -3.244482E-32
-1.625748E-34, -8.111204E-33
-4.06437E-35, -2.027801E-33
-1.016092E-35, -5.069503E-34
-2.540231E-36, -1.267376E-34
-6.350578E-37, -3.168439E-35
-1.587644E-37, -7.921098E-36
-3.969111E-38, -1.980274E-36
-9.922778E-39, -4.950686E-37
-2.480695E-39, -1.237672E-37
-6.201741E-40, -3.094179E-38
-1.550439E-40, -7.735448E-39
-3.876132E-41, -1.933862E-39
-9.689979E-42, -4.834648E-40
-2.422845E-42, -1.208662E-40
-6.053609E-43, -3.02162E-41
-1.513402E-43, -7.5544E-42
-3.783506E-44, -1.88895E-42
-9.809089E-45, -4.722376E-43
-2.802597E-45, -1.177091E-43
0, -2.942727E-44
0, -7.006492E-45
0, -1.401298E-45
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0.2080734, -0.4546487
0.5159757, -0.4807943
5.573953, 0.3031614
10.79842, -1.26485
2.699604, -0.3162124
0.2696743, -0.7101563
3.284894, 0.06942093
2.25255, 2.133834
0.6671743, 0.3061342
0.1667936, 0.07653356
0.04169839, 0.01913339
0.0104246, 0.004783347
20.61207, -0.6272829
-4.967073, -1.850261
16.57809, -0.9564853
4.144524, -0.2391213
-10.5014, 0.4694197
-2.625349, 0.1173549
-0.6563373, 0.02933873
-0.1640843, 0.007334683
-0.04102108, 0.001833671
-0.01025527, 0.0004584177
-0.002563818, 0.0001146044
-17.00064, 2.86511E-05
-15.75016, 7.162776E-06
-3.93754, 1.790694E-06
-0.984385, 4.476735E-07
-0.2460963, 1.119184E-07
-1.811524, 2.797959E-08
-27.95288, 6.994898E-09
-7.48822, 1.748725E-09
-1.872055, 4.371812E-10
-0.4680138, 1.092953E-10
-0.1170034, 2.732382E-11
-19.52925, 6.830956E-12
-38.38231, 1.707739E-12
-16.91237, 2.500568
-3.381561, 0.2919776
-0.8453902, 0.07299441
-5.629054, 1.836843
-7.489825, 1.058971
-17.87713, 8.44842
-8.719284, 2.112105
-2.179821, 0.5280262
-0.5449553, 0.1320066
-0.1362388, 0.03300164
-0.0340597, 0.00825041
14.84137, 2.118863
7.80406, -13.47599
25.28296, -0.9986761
6.320739, -0.249669
1.580185, -0.06241725
0.3950462, -0.01560431
5.028709, 0.06665894
14.99448, 3.721065
15.38103, 1.600586
3.845258, 0.4001466
0.9613145, 0.1000366
0.2403286, 0.02500916
0.06008216, 0.00625229
0.01502054, 0.001563073
35.39599, -2.85729
11.67136, -3.219203
2.917841, -0.8048006
0.7294602, -0.2012002
0.1823651, -0.05030004
0.04559126, -0.01257501
-15.9886, -0.003143752
-34.49715, -0.0007859381
-18.29355, 4.546291
-4.573388, 1.136573
-1.143347, 0.2841432
-0.2858368, 0.07103579
-0.07145919, 0.01775895
-0.0178648, 0.004439737
-0.004466199, 0.001109934
-0.00111655, 0.0002774836
